objectType,theta,positionX,positionY,positionZ,objectParameter1,objectParameter2,objectParameter3,objectParameter4
icoSphere,0,-30.0,120.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-15.0,120.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,0.0,120.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,15.0,120.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,30.0,120.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,45.0,120.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,60.0,120.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,75.0,120.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,90.0,120.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,105.0,120.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,120.0,120.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,135.0,120.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,150.0,120.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-150.0,135.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-135.0,135.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-120.0,135.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-105.0,135.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-90.0,135.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-75.0,135.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-60.0,135.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-45.0,135.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-30.0,135.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-15.0,135.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,0.0,135.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,15.0,135.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,30.0,135.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,45.0,135.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,60.0,135.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,75.0,135.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,90.0,135.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,105.0,135.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,120.0,135.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,135.0,135.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,150.0,135.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-150.0,150.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-135.0,150.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-120.0,150.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-105.0,150.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-90.0,150.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-75.0,150.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-60.0,150.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-45.0,150.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-30.0,150.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-15.0,150.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,0.0,150.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,15.0,150.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,30.0,150.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,45.0,150.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,60.0,150.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,75.0,150.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,90.0,150.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,105.0,150.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,120.0,150.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,135.0,150.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,150.0,150.0,-150.0,1,0.1,0.1,0.1
icoSphere,0,-150.0,-150.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-135.0,-150.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-120.0,-150.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-105.0,-150.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-90.0,-150.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-75.0,-150.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-60.0,-150.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-45.0,-150.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-30.0,-150.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-15.0,-150.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,0.0,-150.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,15.0,-150.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,30.0,-150.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,45.0,-150.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,60.0,-150.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,75.0,-150.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,90.0,-150.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,105.0,-150.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,120.0,-150.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,135.0,-150.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,150.0,-150.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-150.0,-135.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-120.0,-135.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-105.0,-135.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-75.0,-135.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-60.0,-135.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-30.0,-135.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-15.0,-135.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,15.0,-135.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,30.0,-135.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,60.0,-135.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,75.0,-135.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,105.0,-135.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,120.0,-135.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,150.0,-135.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-150.0,-120.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-135.0,-120.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-120.0,-120.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-105.0,-120.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-90.0,-120.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-75.0,-120.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-60.0,-120.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-45.0,-120.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-30.0,-120.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-15.0,-120.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,0.0,-120.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,15.0,-120.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,30.0,-120.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,45.0,-120.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,60.0,-120.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,75.0,-120.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,90.0,-120.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,105.0,-120.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,120.0,-120.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,135.0,-120.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,150.0,-120.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-150.0,-105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-135.0,-105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-120.0,-105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-105.0,-105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-90.0,-105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-75.0,-105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-60.0,-105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-45.0,-105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-30.0,-105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-15.0,-105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,0.0,-105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,15.0,-105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,30.0,-105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,45.0,-105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,60.0,-105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,75.0,-105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,90.0,-105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,105.0,-105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,120.0,-105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,135.0,-105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,150.0,-105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-150.0,-90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-120.0,-90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-105.0,-90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-75.0,-90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-60.0,-90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-30.0,-90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-15.0,-90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,15.0,-90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,30.0,-90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,60.0,-90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,75.0,-90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,105.0,-90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,120.0,-90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,150.0,-90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-150.0,-75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-135.0,-75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-120.0,-75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-105.0,-75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-90.0,-75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-75.0,-75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-60.0,-75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-45.0,-75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-30.0,-75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-15.0,-75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,0.0,-75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,15.0,-75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,30.0,-75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,45.0,-75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,60.0,-75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,75.0,-75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,90.0,-75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,105.0,-75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,120.0,-75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,135.0,-75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,150.0,-75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-150.0,-60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-135.0,-60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-120.0,-60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-105.0,-60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-90.0,-60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-75.0,-60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-60.0,-60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-45.0,-60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-30.0,-60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-15.0,-60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,0.0,-60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,15.0,-60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,30.0,-60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,45.0,-60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,60.0,-60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,75.0,-60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,90.0,-60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,105.0,-60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,120.0,-60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,135.0,-60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,150.0,-60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-150.0,-45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-120.0,-45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-105.0,-45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-75.0,-45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-60.0,-45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-30.0,-45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-15.0,-45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,15.0,-45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,30.0,-45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,60.0,-45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,75.0,-45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,105.0,-45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,120.0,-45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,150.0,-45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-150.0,-30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-135.0,-30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-120.0,-30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-105.0,-30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-90.0,-30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-75.0,-30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-60.0,-30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-45.0,-30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-30.0,-30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-15.0,-30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,0.0,-30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,15.0,-30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,30.0,-30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,45.0,-30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,60.0,-30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,75.0,-30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,90.0,-30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,105.0,-30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,120.0,-30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,135.0,-30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,150.0,-30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-150.0,-15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-135.0,-15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-120.0,-15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-105.0,-15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-90.0,-15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-75.0,-15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-60.0,-15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-45.0,-15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-30.0,-15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-15.0,-15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,0.0,-15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,15.0,-15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,30.0,-15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,45.0,-15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,60.0,-15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,75.0,-15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,90.0,-15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,105.0,-15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,120.0,-15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,135.0,-15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,150.0,-15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-150.0,0.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-120.0,0.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-105.0,0.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-75.0,0.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-60.0,0.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-30.0,0.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-15.0,0.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,15.0,0.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,30.0,0.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,60.0,0.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,75.0,0.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,105.0,0.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,120.0,0.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,150.0,0.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-150.0,15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-135.0,15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-120.0,15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-105.0,15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-90.0,15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-75.0,15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-60.0,15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-45.0,15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-30.0,15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-15.0,15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,0.0,15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,15.0,15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,30.0,15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,45.0,15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,60.0,15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,75.0,15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,90.0,15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,105.0,15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,120.0,15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,135.0,15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,150.0,15.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-150.0,30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-135.0,30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-120.0,30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-105.0,30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-90.0,30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-75.0,30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-60.0,30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-45.0,30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-30.0,30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-15.0,30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,0.0,30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,15.0,30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,30.0,30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,45.0,30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,60.0,30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,75.0,30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,90.0,30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,105.0,30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,120.0,30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,135.0,30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,150.0,30.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-150.0,45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-120.0,45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-105.0,45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-75.0,45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-60.0,45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-30.0,45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-15.0,45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,15.0,45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,30.0,45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,60.0,45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,75.0,45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,105.0,45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,120.0,45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,150.0,45.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-150.0,60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-135.0,60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-120.0,60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-105.0,60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-90.0,60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-75.0,60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-60.0,60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-45.0,60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-30.0,60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-15.0,60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,0.0,60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,15.0,60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,30.0,60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,45.0,60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,60.0,60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,75.0,60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,90.0,60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,105.0,60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,120.0,60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,135.0,60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,150.0,60.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-150.0,75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-135.0,75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-120.0,75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-105.0,75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-90.0,75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-75.0,75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-60.0,75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-45.0,75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-30.0,75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-15.0,75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,0.0,75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,15.0,75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,30.0,75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,45.0,75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,60.0,75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,75.0,75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,90.0,75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,105.0,75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,120.0,75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,135.0,75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,150.0,75.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-150.0,90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-120.0,90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-105.0,90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-75.0,90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-60.0,90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-30.0,90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-15.0,90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,15.0,90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,30.0,90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,60.0,90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,75.0,90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,105.0,90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,120.0,90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,150.0,90.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-150.0,105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-135.0,105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-120.0,105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-105.0,105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-90.0,105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-75.0,105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-60.0,105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-45.0,105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-30.0,105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,-15.0,105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,0.0,105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,15.0,105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,30.0,105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,45.0,105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,60.0,105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,75.0,105.0,-135.0,1,0.1,0.1,0.1
icoSphere,0,90.0,105.0,-135.0,1,0.1,0.1,0.1
